184.9982,False
205.9979,False
247.9975,False
186.9981,False
170.9983,False
166.9983,False
235.9976,False
153.9985,False
197.9980,False
93.9991,False
189.9981,False
155.9984,False
118.9988,False
115.9988,False
150.9985,False
193.9981,False
285.9971,False
151.9985,False
126.9987,False
166.9983,False
233.9977,False
133.9987,False
152.9985,False
283.9972,False
113.9989,False
92.9991,False
272.9973,False
193.9981,False
201.9980,False
108.9989,False
287.9971,False
175.9982,False
342.9966,False
181.9982,False
223.9978,False
266.9973,False
428.9957,False
198.9980,False
214.9979,False
279.9972,False
235.9976,False
334.9967,False
141.9986,False
271.9973,False
367.9963,False
138.9986,False
123.9988,False
299.9970,False
189.9981,False
292.9971,False
169.9983,False
116.9988,False
336.9966,False
252.9975,False
131.9987,False
252.9975,False
247.9975,False
187.9981,True
121.9988,True
179.9982,True
241.9976,True
255.9974,False
248.9975,False
227.9977,False
288.9971,False
199.9980,True
196.9980,True
307.9969,True
213.9979,True
148.9985,True
269.9973,False
271.9973,False
232.9977,False
160.9984,False
177.9982,True
346.9965,True
385.9961,True
234.9977,True
162.9984,False
148.9985,False
159.9984,False
201.9980,False
211.9979,True
105.9989,True
392.9961,True
290.9971,False
296.9970,True
138.9986,False
201.9980,False
194.9981,False
160.9984,True
167.9983,True
268.9973,True
166.9983,True
163.9984,False
174.9983,False
157.9984,False
291.9971,False
131.9987,True
426.9957,True
387.9961,True
151.9985,False
214.9979,False
266.9973,False
195.9980,False
288.9971,False
175.9982,True
252.9975,True
197.9980,True
218.9978,True
218.9978,False
222.9978,False
188.9981,False
145.9985,True
294.9971,True
190.9981,True
322.9968,True
185.9981,False
181.9982,False
273.9973,False
186.9981,False
325.9967,False
302.9970,False
156.9984,False
307.9969,False
320.9968,False
290.9971,False
132.9987,False
229.9977,False
344.9966,False
190.9981,False
110.9989,False
81.9992,False
152.9985,False
239.9976,False
211.9979,False
305.9969,False
519.9948,False
282.9972,False
240.9976,False
180.9982,False
624.9938,False
259.9974,False
254.9975,False
121.9988,False
483.9952,False
159.9984,False
178.9982,False
269.9973,False
266.9973,False
123.9988,False
346.9965,False
201.9980,False
134.9987,False
317.9968,False
263.9974,False
263.9974,False
296.9970,False
557.9944,False
359.9964,False
457.9954,False
123.9988,False
355.9964,False
363.9964,False
250.9975,False
158.9984,False
148.9985,False
119.9988,False
263.9974,False
167.9983,False
237.9976,False
144.9986,False
157.9984,False
122.9988,False
236.9976,False
269.9973,False
357.9964,False
183.9982,False
255.9974,False
458.9954,False
243.9976,False
141.9986,False
220.9978,False
186.9981,False
258.9974,False
217.9978,False
179.9982,False
335.9966,False
258.9974,False
177.9982,False
478.9952,False
335.9966,False
378.9962,False
205.9979,False
492.9951,False
472.9953,False
515.9948,False
120.9988,False
391.9961,False
226.9977,False
179.9982,False
221.9978,False
261.9974,False
174.9983,False
461.9954,False
228.9977,False
324.9968,False
295.9970,False
284.9972,False
484.9952,False
193.9981,False
493.9951,False
220.9978,False
195.9980,False
248.9975,False
177.9982,False
223.9978,False
181.9982,False
225.9977,False
143.9986,False
302.9970,False
243.9976,False
176.9982,False
359.9964,False
169.9983,False
145.9985,False
186.9981,False
256.9974,False
206.9979,False
549.9945,False
310.9969,False
244.9976,False
380.9962,False
306.9969,False
251.9975,False
225.9977,False
209.9979,False
326.9967,False
293.9971,False
170.9983,False
100.9990,False
221.9978,False
148.9985,False
206.9979,False
361.9964,False
191.9981,False
210.9979,False
116.9988,False
171.9983,False
193.9981,False
230.9977,False
160.9984,False
225.9977,False
138.9986,False
168.9983,False
235.9976,False
347.9965,False
383.9962,False
192.9981,False
241.9976,False
313.9969,False
236.9976,False
198.9980,False
320.9968,False
177.9982,False
275.9972,False
155.9984,False
184.9982,False
230.9977,False
214.9979,False
597.9940,False
234.9977,False
181.9982,False
258.9974,False
194.9981,False
252.9975,False
261.9974,False
180.9982,False
143.9986,False
202.9980,False
150.9985,False
328.9967,False
171.9983,False
415.9958,False
104.9990,False
104.9990,False
244.9976,False
196.9980,False
210.9979,False
155.9984,False
167.9983,False
189.9981,False
212.9979,False
116.9988,False
213.9979,False
272.9973,False
392.9961,False
273.9973,False
151.9985,False
137.9986,False
476.9952,False
186.9981,False
216.9978,False
432.9957,False
249.9975,False
203.9980,False
482.9952,False
131.9987,False
239.9976,False
478.9952,False
427.9957,False
207.9979,False
167.9983,False
330.9967,False
219.9978,False
168.9983,False
188.9981,False
197.9980,False
262.9974,False
130.9987,False
376.9962,False
365.9963,False
156.9984,False
180.9982,False
218.9978,False
224.9978,False
228.9977,False
297.9970,False
153.9985,False
157.9984,False
250.9975,False
160.9984,False
237.9976,False
377.9962,False
239.9976,False
283.9972,False
298.9970,False
236.9976,False
181.9982,False
100.9990,False
285.9971,False
471.9953,False
142.9986,False
96.9990,False
170.9983,False
173.9983,False
229.9977,False
139.9986,False
127.9987,False
304.9970,False
196.9980,False
239.9976,False
302.9970,False
216.9978,False
196.9980,False
319.9968,False
182.9982,False
239.9976,False
191.9981,False
297.9970,False
93.9991,False
269.9973,False
153.9985,False
309.9969,False
137.9986,False
143.9986,False
238.9976,False
186.9981,False
144.9986,False
253.9975,False
257.9974,False
397.9960,False
217.9978,False
396.9960,False
264.9974,False
203.9980,False
221.9978,False
202.9980,False
119.9988,False
140.9986,False
231.9977,False
311.9969,False
105.9989,False
253.9975,False
253.9975,False
137.9986,False
215.9978,False
143.9986,False
156.9984,False
128.9987,False
212.9979,False
147.9985,False
199.9980,False
203.9980,False
272.9973,False
167.9983,False
120.9988,False
220.9978,False
121.9988,False
215.9978,False
207.9979,False
209.9979,False
196.9980,False
251.9975,False
178.9982,False
133.9987,False
430.9957,False
167.9983,False
268.9973,False
399.9960,False
235.9976,False
164.9984,False
176.9982,False
120.9988,False
239.9976,False
229.9977,False
361.9964,False
309.9969,False
232.9977,False
100.9990,False
193.9981,False
195.9980,False
368.9963,False
232.9977,False
360.9964,False
475.9952,False
361.9964,False
190.9981,False
311.9969,False
181.9982,False
208.9979,False
360.9964,False
208.9979,False
389.9961,False
263.9974,False
394.9961,False
163.9984,False
143.9986,False
242.9976,False
286.9971,False
158.9984,False
229.9977,False
371.9963,False
222.9978,False
146.9985,False
296.9970,False
270.9973,False
219.9978,False
284.9972,False
101.9990,False
57.9994,False
148.9985,False
167.9983,False
275.9972,False
293.9971,False
285.9971,False
175.9982,False
278.9972,False
270.9973,False
178.9982,False
325.9967,False
627.9937,False
324.9968,False
94.9991,False
88.9991,False
243.9976,False
57.9994,False
158.9984,False
190.9981,False
136.9986,False
242.9976,False
211.9979,False
297.9970,False
347.9965,False
131.9987,False
180.9982,False
182.9982,False
375.9962,False
312.9969,False
183.9982,False
196.9980,False
203.9980,False
135.9986,False
196.9980,False
144.9986,False
184.9982,False
382.9962,False
144.9986,False
197.9980,False
164.9984,False
204.9980,False
165.9983,False
121.9988,False
170.9983,False
265.9973,False
146.9985,False
122.9988,False
191.9981,False
278.9972,False
221.9978,False
113.9989,False
93.9991,False
277.9972,False
146.9985,False
268.9973,False
146.9985,False
169.9983,False
272.9973,False
204.9980,False
296.9970,False
251.9975,False
251.9975,False
284.9972,False
340.9966,False
218.9978,False
120.9988,False
253.9975,False
192.9981,False
246.9975,False
264.9974,False
335.9966,False
146.9985,False
309.9969,False
213.9979,False
187.9981,False
245.9975,False
183.9982,False
177.9982,False
288.9971,False
177.9982,False
245.9975,False
228.9977,False
555.9944,False
131.9987,False
287.9971,False
488.9951,False
222.9978,False
290.9971,False
283.9972,False
277.9972,False
460.9954,False
359.9964,False
268.9973,False
431.9957,False
140.9986,False
129.9987,False
145.9985,False
229.9977,False
376.9962,False
371.9963,False
295.9970,False
272.9973,False
193.9981,False
260.9974,False
188.9981,False
